Date,Value
2015-02-13,55.97
2015-02-12,52.86
2015-02-11,52.21
2015-02-10,53.14
2015-02-09,53.58
2015-02-06,53.36
2015-02-05,50.81
2015-02-04,52.22
2015-02-03,51.77
2015-02-02,48.19
2015-01-30,44.83
2015-01-29,43.88
2015-01-28,44.08
2015-01-27,43.24
2015-01-26,42.9
2015-01-23,43.69
2015-01-22,43.05
2015-01-21,43.25
2015-01-20,43.04
2015-01-19,43.87
2015-01-16,43.4
2015-01-15,43.14
2015-01-14,41.65
2015-01-13,41.5
2015-01-12,43.55
2015-01-09,45.19
2015-01-08,45.68
2015-01-07,44.79
2015-01-06,46.57
2015-01-05,48.87
2015-01-02,51.78
2014-12-31,52.0
2014-12-30,52.39
2014-12-29,54.44
2014-12-26,56.14
2014-12-24,56.03
2014-12-23,55.59
2014-12-22,56.9
2014-12-19,55.52
2014-12-18,56.3
2014-12-17,55.64
2014-12-16,55.91
2014-12-15,57.92
2014-12-12,58.65
2014-12-11,60.5
2014-12-10,61.35
2014-12-09,62.33
2014-12-08,63.78
2014-12-05,65.32
2014-12-04,66.27
2014-12-03,67.31
2014-12-02,68.13
2014-12-01,66.44
2014-11-28,68.89
2014-11-27,70.8
2014-11-26,73.7
2014-11-25,74.28
2014-11-24,75.7
2014-11-21,75.42
2014-11-20,74.03
2014-11-19,74.05
2014-11-18,74.36
2014-11-17,73.9
2014-11-14,73.47
2014-11-13,75.15
2014-11-12,76.96
2014-11-11,77.27
2014-11-10,78.98
2014-11-07,78.67
2014-11-06,78.27
2014-11-05,78.11
2014-11-04,78.67
2014-11-03,80.64
2014-10-31,81.97
2014-10-30,82.79
2014-10-29,83.24
2014-10-28,82.44
2014-10-27,82.37
2014-10-24,82.48
2014-10-23,81.67
2014-10-22,81.94
2014-10-21,82.09
2014-10-20,82.37
2014-10-17,83.19
2014-10-16,81.17
2014-10-15,81.89
2014-10-14,85.14
2014-10-13,85.93
2014-10-10,86.43
2014-10-09,88.27
2014-10-08,88.32
2014-10-07,89.37
2014-10-06,90.4
2014-10-03,90.33
2014-10-02,90.4
2014-10-01,92.19
2014-09-30,94.17
2014-09-29,94.54
2014-09-26,94.13
2014-09-25,94.25
2014-09-24,94.18
2014-09-23,94.31
2014-09-22,94.37
2014-09-19,94.44
2014-09-18,95.19
2014-09-17,95.84
2014-09-16,95.3
2014-09-15,94.68
2014-09-12,95.68
2014-09-11,95.35
2014-09-10,95.93
2014-09-09,96.99
2014-09-08,97.0
2014-09-05,98.38
2014-09-04,99.15
2014-09-03,98.66
2014-09-02,98.95
2014-09-01,100.1
2014-08-29,99.99
2014-08-28,99.97
2014-08-27,100.06
2014-08-26,99.82
2014-08-25,99.09
2014-08-22,99.19
2014-08-21,99.03
2014-08-20,99.52
2014-08-19,98.93
2014-08-18,99.42
2014-08-15,99.94
2014-08-14,100.99
2014-08-13,100.88
2014-08-12,101.66
2014-08-11,102.29
2014-08-08,103.1
2014-08-07,102.22
2014-08-06,102.05
2014-08-05,102.23
2014-08-04,102.58
2014-08-01,102.89
