Date,Rate,High (est),Low (est)
2017-10-09,58.175998687744,58.486000061035,57.970001220703
2017-10-06,57.70719909668,58.243000030518,57.493999481201
2017-10-05,57.645999908447,57.707698822021,57.369499206543
2017-10-04,57.909801483154,57.928001403809,57.490100860596
2017-10-03,57.876899719238,58.125999450684,57.709999084473
2017-10-02,57.521099090576,57.95299911499,57.316299438477
2017-09-29,57.889801025391,58.05899810791,57.436100006104
2017-09-28,58.168998718262,58.555000305176,57.890899658203
2017-09-27,57.858898162842,58.353199005127,57.620998382568
2017-09-26,57.553798675537,57.858798980713,57.078998565674
2017-09-25,57.596900939941,57.657001495361,57.220798492432
2017-09-22,57.863498687744,57.911201477051,57.40060043335
2017-09-21,58.114700317383,58.348598480225,57.875
2017-09-20,58.080299377441,58.154998779297,57.692199707031
2017-09-19,58.071098327637,58.25,57.734001159668
2017-09-18,57.67259979248,58.055999755859,57.419998168945
2017-09-15,57.529499053955,57.748001098633,57.252998352051
2017-09-14,57.907699584961,57.929100036621,57.360401153564
2017-09-13,57.627799987793,57.955001831055,57.339000701904
2017-09-12,57.215599060059,57.709701538086,56.993999481201
2017-09-11,57.31729888916,57.367198944092,57.019901275635
2017-09-08,56.911800384521,57.280700683594,56.555999755859
2017-09-07,57.340999603271,57.353900909424,56.765701293945
2017-09-06,57.551601409912,57.562801361084,57.201999664307
2017-09-05,57.737998962402,58.089000701904,57.201698303223
2017-09-04,57.46549987793,57.930000305176,57.419998168945
2017-09-01,57.976699829102,58.165000915527,57.375
2017-08-31,58.455101013184,58.625999450684,58.040599822998
2017-08-30,58.762798309326,58.882999420166,58.303100585938
2017-08-29,58.430000305176,58.862998962402,58.255001068115
2017-08-28,58.563301086426,58.692699432373,58.310501098633
2017-08-25,59.130500793457,59.175998687744,58.733299255371
2017-08-24,58.972599029541,59.241500854492,58.972499847412
2017-08-23,58.977001190186,59.208000183105,58.840999603271
2017-08-22,59.072601318359,59.112499237061,58.785999298096
2017-08-21,58.895000457764,59.192001342773,58.763999938965
2017-08-18,59.039798736572,59.477001190186,58.988998413086
2017-08-17,59.411201477051,59.449001312256,59.094501495361
2017-08-16,59.750999450684,59.766998291016,59.265998840332
2017-08-15,59.811100006104,60.083999633789,59.636001586914
2017-08-14,59.78929901123,59.854698181152,59.530300140381
2017-08-11,59.98929977417,60.278999328613,59.838001251221
2017-08-10,60.070598602295,60.070701599121,59.713001251221
2017-08-09,59.789199829102,60.189998626709,59.59400177002
2017-08-08,59.955299377441,60.101001739502,59.703498840332
2017-08-07,59.935501098633,60.305999755859,59.742000579834
2017-08-04,60.295501708984,60.448600769043,59.886001586914
2017-08-03,60.490001678467,60.811298370361,60.062000274658
2017-08-02,60.17440032959,60.811000823975,60.104999542236
2017-08-01,59.729999542236,60.285499572754,59.698799133301
2017-07-31,59.479198455811,60.293998718262,59.338001251221
2017-07-28,59.372001647949,59.611999511719,59.229000091553
2017-07-27,59.540901184082,59.618000030518,59.13399887085
2017-07-26,59.952499389648,60.025001525879,59.571998596191
2017-07-25,59.970001220703,60.132801055908,59.619998931885
2017-07-24,59.227500915527,60.174701690674,59.113998413086
2017-07-21,58.889999389648,59.211898803711,58.72200012207
2017-07-20,58.947101593018,59.201000213623,58.750999450684
2017-07-19,59.079898834229,59.351001739502,58.861999511719
2017-07-18,59.290000915527,59.436000823975,58.881999969482
2017-07-17,59.061500549316,59.359001159668,58.939998626709
2017-07-14,59.748401641846,59.924999237061,59.018699645996
2017-07-13,59.900001525879,60.257999420166,59.646499633789
2017-07-12,60.759998321533,60.760101318359,59.964599609375
2017-07-10,60.347900390625,60.514701843262,59.974998474121
2017-07-07,60.099998474121,60.598999023438,60.034000396729
2017-07-06,60.17850112915,60.380001068115,59.756401062012
2017-07-05,59.358501434326,60.203998565674,59.026000976562
2017-07-04,59.234901428223,59.380001068115,59.09700012207
2017-07-03,58.880599975586,59.433498382568,58.701999664307
2017-06-30,59.419998168945,59.495998382568,58.979000091553
2017-06-29,59.216701507568,59.247001647949,58.705001831055
2017-06-28,59.351501464844,59.763000488281,58.964000701904
2017-06-27,58.894199371338,59.145999908447,58.528999328613
2017-06-26,59.423400878906,59.423500061035,58.857498168945
2017-06-23,59.84349822998,59.846801757812,59.404598236084
2017-06-22,60.240001678467,60.34700012207,59.639999389648
2017-06-21,59.560001373291,60.153999328613,59.312400817871
2017-06-20,58.421100616455,59.701000213623,58.048000335693
2017-06-19,57.709400177002,58.373001098633,57.431999206543
2017-06-16,57.799999237061,57.835899353027,57.404098510742
2017-06-15,57.425998687744,57.818099975586,57.271999359131
2017-06-14,56.877700805664,57.124000549316,56.65299987793
2017-06-13,57.000099182129,57.00350189209,56.615001678467
2017-06-12,57.012401580811,57.146999359131,56.743999481201
2017-06-09,56.87329864502,57.014999389648,56.643001556396
2017-06-08,57.041301727295,57.103000640869,56.736999511719
2017-06-07,56.485298156738,57.037998199463,56.259998321533
2017-06-06,56.581100463867,56.745998382568,56.338001251221
2017-06-05,56.606098175049,56.723999023438,56.284000396729
2017-06-02,56.379299163818,56.821998596191,56.224998474121
2017-06-01,56.710399627686,56.710498809814,56.209800720215
2017-05-31,56.530799865723,56.917499542236,56.469898223877
2017-05-30,56.462200164795,56.750499725342,56.321998596191
2017-05-29,56.481498718262,56.794998168945,56.261600494385
2017-05-26,56.801399230957,56.993999481201,56.563999176025
2017-05-25,56.345901489258,56.728801727295,55.840000152588
2017-05-24,56.303699493408,56.549598693848,56.069000244141
2017-05-23,56.600299835205,56.701999664307,56.209999084473
2017-05-22,56.926998138428,56.926998138428,56.341999053955
2017-05-19,57.525798797607,57.525901794434,56.685699462891
2017-05-18,57.071300506592,58.101398468018,56.887001037598
2017-05-17,56.426998138428,57.049999237061,56.266998291016
2017-05-16,56.333499908447,56.452800750732,56.03099822998
2017-05-15,57.081798553467,57.091499328613,56.212501525879
2017-05-12,57.070400238037,57.325000762939,56.814998626709
2017-05-11,57.439601898193,57.538398742676,56.923099517822
2017-05-10,58.418998718262,58.419101715088,57.421501159668
2017-05-09,58.205001831055,58.479000091553,58.104598999023
2017-05-08,58.04700088501,58.381000518799,57.877998352051
2017-05-05,58.360000610352,58.88159942627,58.055198669434
2017-05-04,57.325401306152,58.261001586914,57.053001403809
2017-05-03,57.054698944092,57.301998138428,56.694999694824
2017-05-02,56.97380065918,57.068000793457,56.634998321533
2017-05-01,56.931999206543,56.976001739502,56.39400100708
2017-04-28,56.97200012207,57.127201080322,56.610698699951
2017-04-27,57.09700012207,57.248100280762,56.525001525879
2017-04-26,56.060001373291,57.126399993896,55.85599899292
2017-04-25,55.779899597168,56.214000701904,55.557998657227
2017-04-24,56.426498413086,56.426601409912,55.514999389648
2017-04-21,56.109401702881,56.544300079346,55.909999847412
2017-04-20,56.567901611328,56.583999633789,56.142501831055
2017-04-19,56.19649887085,56.532501220703,55.873001098633
2017-04-18,55.882400512695,56.198101043701,55.721000671387
2017-04-17,56.302898406982,56.301700592041,55.867500305176
2017-04-14,56.258899688721,56.353698730469,55.943000793457
2017-04-13,56.621601104736,56.71480178833,56.169498443604
2017-04-12,57.028099060059,57.115001678467,56.590000152588
2017-04-11,57.104499816895,57.193500518799,56.81079864502
2017-04-10,57.375999450684,57.53150177002,57.075000762939
2017-04-07,57.375999450684,57.53150177002,57.075000762939
2017-04-06,57.237998962402,57.25899887085,56.179599761963
2017-04-05,56.241500854492,56.673500061035,56.117000579834
2017-04-04,56.386501312256,56.45719909668,55.78450012207
2017-04-03,56.061000823975,56.703201293945,55.829498291016
2017-03-31,56.009998321533,56.45719909668,55.916999816895
2017-03-30,56.207000732422,56.534301757812,55.849998474121
2017-03-29,55.984001159668,56.748001098633,55.865299224854
2017-03-28,56.647300720215,57.143699645996,56.544998168945
2017-03-27,56.861099243164,57.181098937988,56.702701568604
2017-03-24,56.810001373291,57.212001800537,56.714298248291
2017-03-23,57.215000152588,57.777099609375,56.603500366211
2017-03-22,57.695999145508,58.217399597168,57.49409866333
2017-03-21,57.552200317383,57.704498291016,56.985599517822
2017-03-20,57.317001342773,57.630100250244,57.136299133301
2017-03-17,57.109001159668,58.048999786377,57.097999572754
2017-03-16,57.748100280762,58.548999786377,57.545398712158
2017-03-15,58.388999938965,59.356700897217,58.319999694824
2017-03-14,59.122798919678,59.612899780273,58.740001678467
2017-03-13,58.767799377441,59.351898193359,58.636600494385
2017-03-10,58.85599899292,59.451999664307,58.695701599121
2017-03-09,59.203998565674,59.487998962402,58.675998687744
2017-03-08,58.863998413086,58.961799621582,58.024799346924
2017-03-07,58.15299987793,58.375900268555,57.867298126221
2017-03-06,58.233798980713,58.436000823975,56.866298675537
2017-03-03,58.516998291016,59.001201629639,58.111999511719
2017-03-02,58.601501464844,58.864799499512,58.043800354004
2017-03-01,58.131401062012,58.593101501465,57.589401245117
2017-02-28,58.290000915527,58.497001647949,57.775001525879
2017-02-27,58.096199035645,58.425098419189,57.569999694824
2017-02-24,58.471000671387,58.636199951172,57.68399810791
2017-02-23,57.745998382568,58.110000610352,57.548999786377
2017-02-22,57.851299285889,58.153999328613,57.270000457764
2017-02-21,57.314998626709,58.34700012207,57.28039932251
2017-02-20,57.838798522949,58.353801727295,57.660499572754
2017-02-17,58.020698547363,58.551898956299,56.706798553467
2017-02-16,57.403999328613,57.701499938965,56.706001281738
2017-02-15,57.214900970459,57.881301879883,56.542598724365
2017-02-14,56.840198516846,58.174999237061,56.796001434326
2017-02-13,57.866500854492,58.606399536133,57.812000274658
2017-02-10,58.016899108887,59.034000396729,58.016899108887
2017-02-09,58.845001220703,59.264999389648,58.588001251221
2017-02-08,58.978900909424,59.615299224854,58.709899902344
2017-02-07,59.324600219727,59.530200958252,58.825000762939
2017-02-06,58.886798858643,59.839698791504,56.840801239014
2017-02-03,58.959499359131,59.6077003479,58.733798980713
2017-02-02,59.35359954834,60.146800994873,58.536201477051
2017-02-01,60.041999816895,60.451301574707,59.867698669434
2017-01-31,60.152000427246,60.232398986816,59.039501190186
2017-01-30,59.383899688721,60.277599334717,58.697799682617
2017-01-27,59.775001525879,60.542701721191,59.546100616455
2017-01-26,60.188201904297,60.612098693848,59.294998168945
2017-01-25,59.477500915527,59.793998718262,58.992500305176
2017-01-24,59.012001037598,59.533298492432,58.917301177979
2017-01-23,59.497398376465,59.914798736572,59.160598754883
2017-01-20,59.659999847412,59.941398620605,59.148998260498
2017-01-19,59.445301055908,60.256000518799,59.095901489258
2017-01-18,59.443698883057,59.591999053955,59.02209854126
2017-01-17,59.298000335693,60.346199035645,58.948299407959
2017-01-16,59.793998718262,59.94100189209,59.002498626709
2017-01-13,59.604000091553,59.853000640869,59.114799499512
2017-01-12,59.312999725342,59.928901672363,59.078800201416
2017-01-11,59.689300537109,60.6875,59.181499481201
2017-01-10,60.042499542236,60.275501251221,59.493999481201
2017-01-09,60.111999511719,60.161998748779,59.150001525879
2017-01-06,59.933799743652,59.933799743652,59.007999420166
2017-01-05,59.053100585938,60.437999725342,58.947299957275
2017-01-04,60.049098968506,61.199298858643,59.903400421143
2017-01-03,60.599201202393,61.287998199463,60.2958984375
2017-01-02,60.505001068115,61.564498901367,60.505001068115
2016-12-30,61.757701873779,61.761901855469,59.679100036621
2016-12-29,60.387100219727,60.886901855469,59.847599029541
2016-12-28,60.513000488281,60.924198150635,60.048000335693
2016-12-27,60.64709854126,62.190299987793,60.112400054932
2016-12-26,60.965400695801,61.358898162842,60.497699737549
2016-12-23,61.148601531982,61.384101867676,60.535701751709
2016-12-22,60.911800384521,61.259899139404,60.557399749756
2016-12-21,61.093700408936,61.444999694824,60.751598358154
2016-12-20,61.374298095703,62.051998138428,60.63399887085
2016-12-19,61.763999938965,62.245498657227,61.356800079346
2016-12-16,62.042999267578,62.499900817871,60.898998260498
2016-12-15,61.330299377441,62.185001373291,60.978298187256
2016-12-14,61.968601226807,62.307300567627,60.415901184082
2016-12-13,60.611999511719,61.312900543213,60.376598358154
2016-12-12,60.917701721191,62.249099731445,60.676998138428
2016-12-09,62.484001159668,63.863998413086,62.166999816895
2016-12-08,63.259998321533,64.078399658203,63.090198516846
2016-12-07,63.275501251221,63.981399536133,63.090999603271
2016-12-06,63.791801452637,63.980201721191,63.542198181152
2016-12-05,63.791000366211,64.354202270508,62.684299468994
2016-12-02,63.814998626709,64.345001220703,63.42200088501
2016-12-01,63.937198638916,64.307098388672,63.474998474121
2016-11-30,63.908401489258,65.382102966309,63.695499420166
2016-11-29,65.084701538086,65.495903015137,64.457000732422
2016-11-28,64.710800170898,65.237899780273,63.857498168945
2016-11-25,65.0,65.266998291016,64.196998596191
2016-11-24,64.520301818848,64.797096252441,64.193496704102
2016-11-23,64.207801818848,64.936401367188,62.832099914551
2016-11-22,63.438701629639,64.149398803711,63.334400177002
2016-11-21,63.752201080322,64.911399841309,63.661701202393
2016-11-18,65.048301696777,65.309898376465,64.374000549316
2016-11-17,64.806800842285,65.086700439453,64.231101989746
2016-11-16,64.289199829102,65.569999694824,63.638999938965
2016-11-15,64.02490234375,66.232498168945,63.970699310303
2016-11-14,65.96019744873,66.488502502441,64.408203125
2016-11-11,65.856399536133,66.306999206543,64.359901428223
2016-11-10,65.418998718262,66.896598815918,62.821300506592
2016-11-09,63.077499389648,64.74520111084,62.661598205566
2016-11-08,63.679000854492,64.324798583984,63.171398162842
2016-11-07,63.561401367188,64.664199829102,63.437000274658
2016-11-04,64.393096923828,64.60179901123,63.500999450684
2016-11-03,63.640998840332,63.810501098633,63.254600524902
2016-11-02,63.477500915527,63.841499328613,63.220001220703
2016-11-01,63.269599914551,63.37260055542,62.888401031494
2016-10-31,62.999000549316,63.589099884033,62.410999298096
2016-10-28,62.955001831055,63.136299133301,61.884998321533
2016-10-27,62.955001831055,63.136299133301,61.884998321533
2016-10-26,62.692100524902,63.24649810791,62.542999267578
2016-10-25,62.542999267578,63.125099182129,61.773498535156
2016-10-24,62.076999664307,62.595798492432,61.339000701904
2016-10-21,62.183601379395,62.820701599121,62.028999328613
2016-10-20,62.338001251221,62.499500274658,61.829399108887
2016-10-19,62.194999694824,62.962799072266,62.131000518799
2016-10-18,62.554000854492,63.115501403809,62.175300598145
2016-10-17,63.073398590088,63.286399841309,62.540298461914
2016-10-14,62.919998168945,63.197299957275,62.388000488281
2016-10-13,62.981601715088,63.712501525879,62.839199066162
2016-10-12,63.188201904297,63.532299041748,62.246898651123
2016-10-11,62.670600891113,62.886699676514,61.848701477051
2016-10-10,61.997898101807,62.524700164795,61.783599853516
2016-10-07,62.201000213623,62.523998260498,61.940498352051
2016-10-06,62.072601318359,62.513000488281,61.990001678467
2016-10-05,62.207000732422,62.75239944458,61.589500427246
2016-10-04,62.680599212646,62.851100921631,62.186500549316
2016-10-03,62.243198394775,63.083099365234,62.123001098633
2016-09-30,62.88990020752,63.509700775146,62.512401580811
2016-09-29,63.055999755859,63.383201599121,62.796001434326
2016-09-28,63.036998748779,64.092002868652,62.930000305176
2016-09-27,63.604499816895,64.453796386719,63.005599975586
2016-09-26,63.717998504639,64.517501831055,63.097301483154
2016-09-23,64.056999206543,64.439102172852,63.364498138428
2016-09-22,63.596000671387,64.319999694824,63.486301422119
2016-09-21,63.895999908447,65.041000366211,63.69100189209
2016-09-20,64.721603393555,65.011001586914,64.445602416992
2016-09-19,64.592399597168,65.183296203613,64.325996398926
2016-09-16,65.567901611328,65.672798156738,64.045997619629
2016-09-15,64.045997619629,65.390602111816,64.045997619629
2016-09-14,65.160003662109,65.450996398926,64.795402526855
2016-09-13,65.349998474121,65.636596679688,64.415000915527
2016-09-12,64.474998474121,65.30249786377,63.416999816895
2016-09-09,64.58699798584,64.817596435547,62.825401306152
2016-09-08,63.967498779297,64.410301208496,63.050201416016
2016-09-07,64.175003051758,64.743896484375,63.351001739502
2016-09-06,64.481002807617,65.129997253418,64.189102172852
2016-09-05,64.924201965332,65.482696533203,64.496299743652
2016-09-02,65.105003356934,65.954696655273,64.89949798584
2016-09-01,65.794502258301,65.99690246582,65.125801086426
2016-08-31,65.169998168945,65.446998596191,65.032997131348
2016-08-30,65.221199035645,65.363998413086,64.444999694824
2016-08-29,64.444999694824,65.171501159668,63.114498138428
2016-08-26,64.702003479004,64.994300842285,63.084999084473
2016-08-25,64.676002502441,65.219497680664,64.546203613281
2016-08-24,65.091003417969,65.322998046875,64.129997253418
2016-08-23,64.341697692871,64.978302001953,64.255500793457
2016-08-22,64.781997680664,64.806800842285,62.779598236084
2016-08-19,63.775001525879,64.103996276855,63.38330078125
2016-08-18,63.652000427246,64.180801391602,63.372501373291
2016-08-17,63.846000671387,64.321899414062,63.49649810791
2016-08-16,63.846000671387,64.251403808594,63.44100189209
2016-08-15,64.022598266602,64.837997436523,62.979499816895
2016-08-12,65.150398254395,65.150398254395,64.074996948242
2016-08-11,64.291000366211,65.138496398926,63.36360168457
2016-08-10,64.873001098633,65.044502258301,64.153503417969
2016-08-09,64.695999145508,65.115699768066,63.997699737549
2016-08-08,64.621002197266,65.903999328613,64.350997924805
2016-08-05,65.458000183105,65.943199157715,64.217697143555
2016-08-04,65.661003112793,67.02970123291,65.459503173828
2016-08-03,66.243896484375,67.056396484375,65.989196777344
2016-08-02,66.650001525879,67.178100585938,66.002998352051
2016-08-01,66.88200378418,67.445297241211,65.250602722168
2016-07-29,65.639099121094,67.16429901123,65.598297119141
2016-07-28,66.63500213623,66.883598327637,65.630996704102
2016-07-27,65.633499145508,66.4375,65.259101867676
2016-07-26,65.824096679688,66.542503356934,65.150001525879
2016-07-25,65.331001281738,65.536598205566,64.474998474121
2016-07-22,64.620002746582,64.960601806641,63.979999542236
2016-07-21,64.183799743652,64.444602966309,63.444999694824
2016-07-20,63.744998931885,63.913898468018,63.142799377441
2016-07-19,63.532001495361,63.743598937988,62.582500457764
2016-07-18,62.693901062012,63.728000640869,62.419799804688
2016-07-15,63.98860168457,63.993000030518,62.575000762939
2016-07-14,62.934600830078,64.048500061035,62.663398742676
2016-07-13,63.756801605225,64.117599487305,63.154499053955
2016-07-12,63.227001190186,64.275497436523,62.995998382568
2016-07-11,63.864101409912,64.621200561523,63.01139831543
2016-07-08,63.420501708984,65.198196411133,62.851501464844
2016-07-07,63.949699401855,64.748497009277,63.600498199463
2016-07-06,63.599498748779,64.800201416016,63.447399139404
2016-07-05,64.26830291748,64.666000366211,62.495998382568
2016-07-04,63.78450012207,65.385902404785,61.73450088501
2016-07-01,63.790000915527,64.252601623535,63.007598876953
2016-06-30,63.6875,64.415100097656,62.863498687744
2016-06-29,63.794498443604,64.470703125,63.618598937988
2016-06-28,64.089500427246,65.64949798584,63.393100738525
2016-06-27,65.514503479004,66.339500427246,64.26439666748
2016-06-24,65.676002502441,67.174499511719,63.724498748779
2016-06-23,63.789501190186,64.718002319336,63.769500732422
2016-06-22,64.624496459961,65.136497497559,63.522998809814
2016-06-21,63.854499816895,64.477096557617,63.818000793457
2016-06-20,64.137496948242,64.779502868652,63.764701843262
2016-06-17,64.779502868652,65.729499816895,64.702499389648
2016-06-16,65.699501037598,66.090301513672,65.324501037598
2016-06-15,65.517997741699,66.124496459961,65.112998962402
2016-06-14,65.874496459961,66.303001403809,65.558403015137
2016-06-13,65.749496459961,66.217796325684,65.190299987793
2016-06-10,65.365997314453,65.369499206543,64.11840057373
2016-06-09,64.309501647949,64.497001647949,63.329498291016
2016-06-08,63.651000976562,64.804496765137,63.512199401855
2016-06-07,64.699501037598,65.53450012207,64.512001037598
2016-06-06,65.287002563477,66.34400177002,65.116897583008
2016-06-03,65.564498901367,67.164596557617,65.564498901367
2016-06-02,66.928497314453,67.712600708008,66.626998901367
2016-06-01,67.104499816895,67.302101135254,66.424499511719
2016-05-31,66.692001342773,66.982002258301,65.349502563477
2016-05-30,65.349502563477,66.252998352051,65.349502563477
2016-05-27,66.044502258301,66.413803100586,65.65950012207
2016-05-26,65.877998352051,65.877998352051,64.964599609375
2016-05-25,65.446998596191,66.249496459961,65.343002319336
2016-05-24,66.249496459961,67.264503479004,66.114501953125
2016-05-23,67.264503479004,67.264503479004,66.499496459961
2016-05-20,66.791999816895,66.970802307129,66.256401062012
2016-05-19,66.749496459961,67.298500061035,65.985748291016
2016-05-18,66.19450378418,66.19450378418,64.664497375488
2016-05-17,64.789497375488,65.06600189209,64.376998901367
2016-05-16,65.030502319336,65.589500427246,64.601997375488
2016-05-13,65.209503173828,65.568603515625,64.746101379395
2016-05-12,64.924499511719,65.50700378418,64.535400390625
2016-05-11,64.976997375488,66.404502868652,64.875503540039
2016-05-10,66.184501647949,66.659301757812,66.065498352051
2016-05-09,66.53450012207,66.657997131348,65.235000610352
2016-05-06,65.918502807617,66.596000671387,65.374496459961
2016-05-05,65.914497375488,66.794502258301,65.207702636719
2016-05-04,66.794502258301,66.822998046875,65.721603393555
2016-05-03,66.724502563477,66.832702636719,64.726501464844
2016-05-02,65.210502624512,65.682998657227,64.467903137207
2016-04-29,65.682998657227,65.682998657227,64.000503540039
2016-04-28,64.779502868652,65.424499511719,64.196998596191
2016-04-27,65.424499511719,65.975196838379,64.984497070312
2016-04-26,65.244499206543,66.821701049805,65.064498901367
2016-04-25,66.559501647949,66.854499816895,65.884101867676
2016-04-22,66.854499816895,66.854499816895,65.561897277832
2016-04-21,66.849502563477,66.96549987793,64.670196533203
2016-04-20,65.174499511719,66.803199768066,65.125503540039
2016-04-19,65.52449798584,66.460998535156,65.408500671387
2016-04-18,66.119003295898,68.786552429199,66.074996948242
2016-04-17,66.5,68.739501953125,66.074897766113
2016-04-15,66.449501037598,66.630996704102,65.871299743652
2016-04-14,66.137001037598,66.642097473145,65.776397705078
2016-04-13,66.27449798584,66.329498291016,65.254501342773
2016-04-12,66.75,66.454200744629,65.598999023438
2016-04-11,67.074996948242,67.30899810791,66.391998291016
2016-04-10,67.074996948242,67.30899810791,66.391998291016
2016-04-08,68.029998779297,67.830001831055,66.902000427246
2016-04-07,67.849998474121,68.383003234863,67.485000610352
2016-04-06,67.849998474121,68.383003234863,67.485000610352
2016-04-05,68.75,68.813003540039,67.801902770996
2016-04-04,68.650001525879,69.453002929688,68.592002868652
2016-04-03,67.5,68.850997924805,67.73999786377
2016-04-01,67.0,68.31600189209,66.845001220703
2016-03-31,67.0,68.31600189209,66.845001220703
2016-03-30,68.065002441406,67.817001342773,67.207000732422
