"","date","price","asset","units"
"1",2012-09-11,31.4995,"usdrub","rub"
"2",2012-09-12,31.4432,"usdrub","rub"
"3",2012-09-13,31.0614,"usdrub","rub"
"4",2012-09-14,30.489,"usdrub","rub"
"5",2012-09-17,30.6219,"usdrub","rub"
"6",2012-09-18,30.898,"usdrub","rub"
"7",2012-09-19,31.196,"usdrub","rub"
"8",2012-09-20,31.2247,"usdrub","rub"
"9",2012-09-21,31.028,"usdrub","rub"
"10",2012-09-24,31.1305,"usdrub","rub"
"11",2012-09-25,31.195,"usdrub","rub"
"12",2012-09-26,31.2955,"usdrub","rub"
"13",2012-09-27,30.976,"usdrub","rub"
"14",2012-09-28,31.18,"usdrub","rub"
"15",2012-10-01,31.195,"usdrub","rub"
"16",2012-10-02,31.13,"usdrub","rub"
"17",2012-10-03,31.1483,"usdrub","rub"
"18",2012-10-04,30.98,"usdrub","rub"
"19",2012-10-05,30.9953,"usdrub","rub"
"20",2012-10-08,31.1718,"usdrub","rub"
"21",2012-10-09,31.14,"usdrub","rub"
"22",2012-10-10,31.1125,"usdrub","rub"
"23",2012-10-11,31.0282,"usdrub","rub"
"24",2012-10-12,31.095,"usdrub","rub"
"25",2012-10-15,30.9935,"usdrub","rub"
"26",2012-10-16,30.8465,"usdrub","rub"
"27",2012-10-17,30.741,"usdrub","rub"
"28",2012-10-18,30.7874,"usdrub","rub"
"29",2012-10-19,30.887,"usdrub","rub"
"30",2012-10-22,31.094,"usdrub","rub"
"31",2012-10-23,31.3699,"usdrub","rub"
"32",2012-10-24,31.43,"usdrub","rub"
"33",2012-10-25,31.375,"usdrub","rub"
"34",2012-10-26,31.3851,"usdrub","rub"
"35",2012-10-29,31.48,"usdrub","rub"
"36",2012-10-30,31.367,"usdrub","rub"
"37",2012-10-31,31.3375,"usdrub","rub"
"38",2012-11-01,31.2746,"usdrub","rub"
"39",2012-11-02,31.4672,"usdrub","rub"
"40",2012-11-05,31.6025,"usdrub","rub"
"41",2012-11-06,31.359,"usdrub","rub"
"42",2012-11-07,31.575,"usdrub","rub"
"43",2012-11-08,31.505,"usdrub","rub"
"44",2012-11-09,31.57,"usdrub","rub"
"45",2012-11-12,31.605,"usdrub","rub"
"46",2012-11-13,31.7469,"usdrub","rub"
"47",2012-11-14,31.703,"usdrub","rub"
"48",2012-11-15,31.661,"usdrub","rub"
"49",2012-11-16,31.7053,"usdrub","rub"
"50",2012-11-19,31.41,"usdrub","rub"
"51",2012-11-20,31.294,"usdrub","rub"
"52",2012-11-21,31.177,"usdrub","rub"
"53",2012-11-22,31.17,"usdrub","rub"
"54",2012-11-23,31.045,"usdrub","rub"
"55",2012-11-26,31.0047,"usdrub","rub"
"56",2012-11-27,31.0417,"usdrub","rub"
"57",2012-11-28,31.065,"usdrub","rub"
"58",2012-11-29,30.858,"usdrub","rub"
"59",2012-11-30,30.8617,"usdrub","rub"
"60",2012-12-03,30.8782,"usdrub","rub"
"61",2012-12-04,30.8358,"usdrub","rub"
"62",2012-12-05,30.789,"usdrub","rub"
"63",2012-12-06,30.947,"usdrub","rub"
"64",2012-12-07,30.818,"usdrub","rub"
"65",2012-12-10,30.783,"usdrub","rub"
"66",2012-12-11,30.7025,"usdrub","rub"
"67",2012-12-12,30.5415,"usdrub","rub"
"68",2012-12-13,30.729,"usdrub","rub"
"69",2012-12-14,30.7025,"usdrub","rub"
"70",2012-12-17,30.9715,"usdrub","rub"
"71",2012-12-18,30.735,"usdrub","rub"
"72",2012-12-19,30.76,"usdrub","rub"
"73",2012-12-20,30.6975,"usdrub","rub"
"74",2012-12-21,30.8239,"usdrub","rub"
"75",2012-12-24,30.6293,"usdrub","rub"
"76",2012-12-26,30.5798,"usdrub","rub"
"77",2012-12-27,30.36,"usdrub","rub"
"78",2012-12-28,30.3536,"usdrub","rub"
"79",2012-12-31,30.5525,"usdrub","rub"
"80",2013-01-02,30.1598,"usdrub","rub"
"81",2013-01-03,30.2349,"usdrub","rub"
"82",2013-01-04,30.3225,"usdrub","rub"
"83",2013-01-07,30.334,"usdrub","rub"
"84",2013-01-08,30.2975,"usdrub","rub"
"85",2013-01-09,30.3482,"usdrub","rub"
"86",2013-01-10,30.128,"usdrub","rub"
"87",2013-01-11,30.3225,"usdrub","rub"
"88",2013-01-14,30.2187,"usdrub","rub"
"89",2013-01-15,30.2947,"usdrub","rub"
"90",2013-01-16,30.3388,"usdrub","rub"
"91",2013-01-17,30.1693,"usdrub","rub"
"92",2013-01-18,30.2518,"usdrub","rub"
"93",2013-01-21,30.244,"usdrub","rub"
"94",2013-01-22,30.2375,"usdrub","rub"
"95",2013-01-23,30.15,"usdrub","rub"
"96",2013-01-24,30.0738,"usdrub","rub"
"97",2013-01-25,30.0377,"usdrub","rub"
"98",2013-01-28,30.175,"usdrub","rub"
"99",2013-01-29,30.035,"usdrub","rub"
"100",2013-01-30,30.0375,"usdrub","rub"
"101",2013-01-31,30.025,"usdrub","rub"
"102",2013-02-01,29.8575,"usdrub","rub"
"103",2013-02-04,30.07,"usdrub","rub"
"104",2013-02-05,29.9625,"usdrub","rub"
"105",2013-02-06,30.0717,"usdrub","rub"
"106",2013-02-07,30.245,"usdrub","rub"
"107",2013-02-08,30.165,"usdrub","rub"
"108",2013-02-11,30.1565,"usdrub","rub"
"109",2013-02-12,30.03,"usdrub","rub"
"110",2013-02-13,30.0475,"usdrub","rub"
"111",2013-02-14,30.1175,"usdrub","rub"
"112",2013-02-15,30.0984,"usdrub","rub"
"113",2013-02-18,30.105,"usdrub","rub"
"114",2013-02-19,30.085,"usdrub","rub"
"115",2013-02-20,30.225,"usdrub","rub"
"116",2013-02-21,30.455,"usdrub","rub"
"117",2013-02-22,30.375,"usdrub","rub"
"118",2013-02-25,30.47,"usdrub","rub"
"119",2013-02-26,30.6,"usdrub","rub"
"120",2013-02-27,30.48,"usdrub","rub"
"121",2013-02-28,30.645,"usdrub","rub"
"122",2013-03-01,30.6922,"usdrub","rub"
"123",2013-03-04,30.7643,"usdrub","rub"
"124",2013-03-05,30.6143,"usdrub","rub"
"125",2013-03-06,30.7775,"usdrub","rub"
"126",2013-03-07,30.7075,"usdrub","rub"
"127",2013-03-08,30.7775,"usdrub","rub"
"128",2013-03-11,30.6913,"usdrub","rub"
"129",2013-03-12,30.6725,"usdrub","rub"
"130",2013-03-13,30.7947,"usdrub","rub"
"131",2013-03-14,30.715,"usdrub","rub"
"132",2013-03-15,30.6218,"usdrub","rub"
"133",2013-03-18,30.8025,"usdrub","rub"
"134",2013-03-19,30.9925,"usdrub","rub"
"135",2013-03-20,30.87,"usdrub","rub"
"136",2013-03-21,30.945,"usdrub","rub"
"137",2013-03-22,30.845,"usdrub","rub"
"138",2013-03-25,30.935,"usdrub","rub"
"139",2013-03-26,30.875,"usdrub","rub"
"140",2013-03-27,31.03,"usdrub","rub"
"141",2013-03-28,31.1125,"usdrub","rub"
"142",2013-04-01,31.0825,"usdrub","rub"
"143",2013-04-02,31.318,"usdrub","rub"
"144",2013-04-03,31.6475,"usdrub","rub"
"145",2013-04-04,31.598,"usdrub","rub"
"146",2013-04-05,31.5005,"usdrub","rub"
"147",2013-04-08,31.2175,"usdrub","rub"
"148",2013-04-09,31.02,"usdrub","rub"
"149",2013-04-10,30.888,"usdrub","rub"
"150",2013-04-11,30.8605,"usdrub","rub"
"151",2013-04-12,31.06,"usdrub","rub"
"152",2013-04-15,31.4987,"usdrub","rub"
"153",2013-04-16,31.2438,"usdrub","rub"
"154",2013-04-17,31.8825,"usdrub","rub"
"155",2013-04-18,31.58,"usdrub","rub"
"156",2013-04-19,31.6605,"usdrub","rub"
"157",2013-04-22,31.56,"usdrub","rub"
"158",2013-04-23,31.63,"usdrub","rub"
"159",2013-04-24,31.475,"usdrub","rub"
"160",2013-04-25,31.1575,"usdrub","rub"
"161",2013-04-26,31.2825,"usdrub","rub"
"162",2013-04-29,30.968,"usdrub","rub"
"163",2013-04-30,31.123,"usdrub","rub"
"164",2013-05-01,31.343,"usdrub","rub"
"165",2013-05-02,31.148,"usdrub","rub"
"166",2013-05-03,31.0755,"usdrub","rub"
"167",2013-05-06,31.0355,"usdrub","rub"
"168",2013-05-07,31.063,"usdrub","rub"
"169",2013-05-08,31.143,"usdrub","rub"
"170",2013-05-09,31.1925,"usdrub","rub"
"171",2013-05-10,31.353,"usdrub","rub"
"172",2013-05-13,31.335,"usdrub","rub"
"173",2013-05-14,31.355,"usdrub","rub"
"174",2013-05-15,31.45,"usdrub","rub"
"175",2013-05-16,31.3905,"usdrub","rub"
"176",2013-05-17,31.448,"usdrub","rub"
"177",2013-05-20,31.2325,"usdrub","rub"
"178",2013-05-21,31.2355,"usdrub","rub"
"179",2013-05-22,31.4105,"usdrub","rub"
"180",2013-05-23,31.4775,"usdrub","rub"
"181",2013-05-24,31.3255,"usdrub","rub"
"182",2013-05-27,31.3535,"usdrub","rub"
"183",2013-05-28,31.52,"usdrub","rub"
"184",2013-05-29,31.623,"usdrub","rub"
"185",2013-05-30,31.7255,"usdrub","rub"
"186",2013-05-31,31.9175,"usdrub","rub"
"187",2013-06-03,31.838,"usdrub","rub"
"188",2013-06-04,31.9405,"usdrub","rub"
"189",2013-06-05,32.17,"usdrub","rub"
"190",2013-06-06,32.1255,"usdrub","rub"
"191",2013-06-07,32.203,"usdrub","rub"
"192",2013-06-10,32.295,"usdrub","rub"
"193",2013-06-11,32.3905,"usdrub","rub"
"194",2013-06-12,32.2155,"usdrub","rub"
"195",2013-06-13,31.9705,"usdrub","rub"
"196",2013-06-14,31.723,"usdrub","rub"
"197",2013-06-17,31.7522,"usdrub","rub"
"198",2013-06-18,32.003,"usdrub","rub"
"199",2013-06-19,32.378,"usdrub","rub"
"200",2013-06-20,33.0505,"usdrub","rub"
"201",2013-06-21,32.7705,"usdrub","rub"
"202",2013-06-24,32.7605,"usdrub","rub"
"203",2013-06-25,32.8165,"usdrub","rub"
"204",2013-06-26,32.938,"usdrub","rub"
"205",2013-06-27,32.812,"usdrub","rub"
"206",2013-06-28,32.8305,"usdrub","rub"
"207",2013-07-01,32.988,"usdrub","rub"
"208",2013-07-02,33.185,"usdrub","rub"
"209",2013-07-03,33.13,"usdrub","rub"
"210",2013-07-04,33.213,"usdrub","rub"
"211",2013-07-05,33.323,"usdrub","rub"
"212",2013-07-08,33.2005,"usdrub","rub"
"213",2013-07-09,32.9905,"usdrub","rub"
"214",2013-07-10,32.9505,"usdrub","rub"
"215",2013-07-11,32.5279,"usdrub","rub"
"216",2013-07-12,32.635,"usdrub","rub"
"217",2013-07-15,32.587,"usdrub","rub"
"218",2013-07-16,32.415,"usdrub","rub"
"219",2013-07-17,32.32,"usdrub","rub"
"220",2013-07-18,32.4775,"usdrub","rub"
"221",2013-07-19,32.3725,"usdrub","rub"
"222",2013-07-22,32.34,"usdrub","rub"
"223",2013-07-23,32.29,"usdrub","rub"
"224",2013-07-24,32.4775,"usdrub","rub"
"225",2013-07-25,32.66,"usdrub","rub"
"226",2013-07-26,32.7825,"usdrub","rub"
"227",2013-07-29,32.855,"usdrub","rub"
"228",2013-07-30,32.962,"usdrub","rub"
"229",2013-07-31,32.955,"usdrub","rub"
"230",2013-08-01,33.105,"usdrub","rub"
"231",2013-08-02,32.83,"usdrub","rub"
"232",2013-08-05,32.9125,"usdrub","rub"
"233",2013-08-06,32.98,"usdrub","rub"
"234",2013-08-07,32.958,"usdrub","rub"
"235",2013-08-08,32.855,"usdrub","rub"
"236",2013-08-09,32.875,"usdrub","rub"
"237",2013-08-12,33.015,"usdrub","rub"
"238",2013-08-13,33.0675,"usdrub","rub"
"239",2013-08-14,33.0825,"usdrub","rub"
"240",2013-08-15,32.895,"usdrub","rub"
"241",2013-08-16,32.9125,"usdrub","rub"
"242",2013-08-19,32.9825,"usdrub","rub"
"243",2013-08-20,32.945,"usdrub","rub"
"244",2013-08-21,33.1475,"usdrub","rub"
"245",2013-08-22,33.05,"usdrub","rub"
"246",2013-08-23,33.03,"usdrub","rub"
"247",2013-08-26,33.08,"usdrub","rub"
"248",2013-08-27,33.155,"usdrub","rub"
"249",2013-08-28,33.185,"usdrub","rub"
"250",2013-08-29,33.2525,"usdrub","rub"
"251",2013-08-30,33.258,"usdrub","rub"
"252",2013-09-02,33.395,"usdrub","rub"
"253",2013-09-03,33.495,"usdrub","rub"
"254",2013-09-04,33.3175,"usdrub","rub"
"255",2013-09-05,33.4375,"usdrub","rub"
"256",2013-09-06,33.267,"usdrub","rub"
"257",2013-09-09,33.153,"usdrub","rub"
"258",2013-09-10,32.94,"usdrub","rub"
"259",2013-09-11,32.78,"usdrub","rub"
"260",2013-09-12,32.6475,"usdrub","rub"
"261",2013-09-13,32.46,"usdrub","rub"
"262",2013-09-16,32.3175,"usdrub","rub"
"263",2013-09-17,32.203,"usdrub","rub"
"264",2013-09-18,31.788,"usdrub","rub"
"265",2013-09-19,31.6525,"usdrub","rub"
"266",2013-09-20,31.858,"usdrub","rub"
"267",2013-09-23,31.809,"usdrub","rub"
"268",2013-09-24,31.878,"usdrub","rub"
"269",2013-09-25,32.079,"usdrub","rub"
"270",2013-09-26,32.3242,"usdrub","rub"
"271",2013-09-27,32.305,"usdrub","rub"
"272",2013-09-30,32.379,"usdrub","rub"
"273",2013-10-01,32.245,"usdrub","rub"
"274",2013-10-02,32.213,"usdrub","rub"
"275",2013-10-03,32.1614,"usdrub","rub"
"276",2013-10-04,32.169,"usdrub","rub"
"277",2013-10-07,32.208,"usdrub","rub"
"278",2013-10-08,32.386,"usdrub","rub"
"279",2013-10-09,32.316,"usdrub","rub"
"280",2013-10-10,32.171,"usdrub","rub"
"281",2013-10-11,32.221,"usdrub","rub"
"282",2013-10-14,32.276,"usdrub","rub"
"283",2013-10-15,32.299,"usdrub","rub"
"284",2013-10-16,32.053,"usdrub","rub"
"285",2013-10-17,31.8625,"usdrub","rub"
"286",2013-10-18,31.8613,"usdrub","rub"
"287",2013-10-21,31.971,"usdrub","rub"
"288",2013-10-22,31.685,"usdrub","rub"
"289",2013-10-23,31.7472,"usdrub","rub"
"290",2013-10-24,31.6875,"usdrub","rub"
"291",2013-10-25,31.8014,"usdrub","rub"
"292",2013-10-28,31.913,"usdrub","rub"
"293",2013-10-29,32.118,"usdrub","rub"
"294",2013-10-30,31.995,"usdrub","rub"
"295",2013-10-31,32.079,"usdrub","rub"
"296",2013-11-01,32.4575,"usdrub","rub"
"297",2013-11-04,32.373,"usdrub","rub"
"298",2013-11-05,32.54,"usdrub","rub"
"299",2013-11-06,32.371,"usdrub","rub"
"300",2013-11-07,32.454,"usdrub","rub"
"301",2013-11-08,32.655,"usdrub","rub"
"302",2013-11-11,32.8275,"usdrub","rub"
"303",2013-11-12,32.861,"usdrub","rub"
"304",2013-11-13,32.743,"usdrub","rub"
"305",2013-11-14,32.7475,"usdrub","rub"
"306",2013-11-15,32.5614,"usdrub","rub"
"307",2013-11-18,32.5664,"usdrub","rub"
"308",2013-11-19,32.712,"usdrub","rub"
"309",2013-11-20,32.905,"usdrub","rub"
"310",2013-11-21,32.983,"usdrub","rub"
"311",2013-11-22,32.7345,"usdrub","rub"
"312",2013-11-25,32.9108,"usdrub","rub"
"313",2013-11-26,32.95,"usdrub","rub"
"314",2013-11-27,33.181,"usdrub","rub"
"315",2013-11-28,33.1479,"usdrub","rub"
"316",2013-11-29,33.1388,"usdrub","rub"
"317",2013-12-02,33.22,"usdrub","rub"
"318",2013-12-03,33.2367,"usdrub","rub"
"319",2013-12-04,33.1026,"usdrub","rub"
"320",2013-12-05,32.9704,"usdrub","rub"
"321",2013-12-06,32.7625,"usdrub","rub"
"322",2013-12-09,32.6785,"usdrub","rub"
"323",2013-12-10,32.705,"usdrub","rub"
"324",2013-12-11,32.7575,"usdrub","rub"
"325",2013-12-12,32.8225,"usdrub","rub"
"326",2013-12-13,32.8927,"usdrub","rub"
"327",2013-12-16,32.925,"usdrub","rub"
"328",2013-12-17,32.9675,"usdrub","rub"
"329",2013-12-18,32.885,"usdrub","rub"
"330",2013-12-19,32.97,"usdrub","rub"
"331",2013-12-20,32.97,"usdrub","rub"
"332",2013-12-23,32.695,"usdrub","rub"
"333",2013-12-24,32.6125,"usdrub","rub"
"334",2013-12-26,32.66,"usdrub","rub"
"335",2013-12-27,32.5975,"usdrub","rub"
"336",2013-12-30,32.805,"usdrub","rub"
"337",2013-12-31,32.89,"usdrub","rub"
"338",2014-01-02,33.095,"usdrub","rub"
"339",2014-01-03,33.195,"usdrub","rub"
"340",2014-01-06,33.205,"usdrub","rub"
"341",2014-01-07,33.135,"usdrub","rub"
"342",2014-01-08,33.172,"usdrub","rub"
"343",2014-01-09,33.2027,"usdrub","rub"
"344",2014-01-10,32.987,"usdrub","rub"
"345",2014-01-13,33.2725,"usdrub","rub"
"346",2014-01-14,33.3025,"usdrub","rub"
"347",2014-01-15,33.3825,"usdrub","rub"
"348",2014-01-16,33.4064,"usdrub","rub"
"349",2014-01-17,33.6,"usdrub","rub"
"350",2014-01-20,33.7575,"usdrub","rub"
"351",2014-01-21,33.9725,"usdrub","rub"
"352",2014-01-22,33.93,"usdrub","rub"
"353",2014-01-23,34.1375,"usdrub","rub"
"354",2014-01-24,34.495,"usdrub","rub"
"355",2014-01-27,34.6835,"usdrub","rub"
"356",2014-01-28,34.7725,"usdrub","rub"
"357",2014-01-29,35.0811,"usdrub","rub"
"358",2014-01-30,34.915,"usdrub","rub"
"359",2014-01-31,35.1662,"usdrub","rub"
"360",2014-02-03,35.44,"usdrub","rub"
"361",2014-02-04,35.01,"usdrub","rub"
"362",2014-02-05,34.86,"usdrub","rub"
"363",2014-02-06,34.715,"usdrub","rub"
"364",2014-02-07,34.7375,"usdrub","rub"
"365",2014-02-10,34.735,"usdrub","rub"
"366",2014-02-11,34.7275,"usdrub","rub"
"367",2014-02-12,34.8186,"usdrub","rub"
"368",2014-02-13,35.0675,"usdrub","rub"
"369",2014-02-14,35.105,"usdrub","rub"
"370",2014-02-17,35.1975,"usdrub","rub"
"371",2014-02-18,35.445,"usdrub","rub"
"372",2014-02-19,35.7725,"usdrub","rub"
"373",2014-02-20,35.7505,"usdrub","rub"
"374",2014-02-21,35.495,"usdrub","rub"
"375",2014-02-24,35.5175,"usdrub","rub"
"376",2014-02-25,35.7275,"usdrub","rub"
"377",2014-02-26,36.025,"usdrub","rub"
"378",2014-02-27,36.005,"usdrub","rub"
"379",2014-02-28,36.045,"usdrub","rub"
"380",2014-03-03,36.5175,"usdrub","rub"
"381",2014-03-04,36.08,"usdrub","rub"
"382",2014-03-05,36.03,"usdrub","rub"
"383",2014-03-06,36.123,"usdrub","rub"
"384",2014-03-07,36.3725,"usdrub","rub"
"385",2014-03-10,36.3725,"usdrub","rub"
"386",2014-03-11,36.44,"usdrub","rub"
"387",2014-03-12,36.465,"usdrub","rub"
"388",2014-03-13,36.5725,"usdrub","rub"
"389",2014-03-14,36.56,"usdrub","rub"
"390",2014-03-17,36.275,"usdrub","rub"
"391",2014-03-18,36.23,"usdrub","rub"
"392",2014-03-19,36.1717,"usdrub","rub"
"393",2014-03-20,36.3775,"usdrub","rub"
"394",2014-03-21,36.233,"usdrub","rub"
"395",2014-03-24,36.08,"usdrub","rub"
"396",2014-03-25,35.4825,"usdrub","rub"
"397",2014-03-26,35.53,"usdrub","rub"
"398",2014-03-27,35.6025,"usdrub","rub"
"399",2014-03-28,35.7925,"usdrub","rub"
"400",2014-03-31,35.0325,"usdrub","rub"
"401",2014-04-01,35.0375,"usdrub","rub"
"402",2014-04-02,35.4375,"usdrub","rub"
"403",2014-04-03,35.5675,"usdrub","rub"
"404",2014-04-04,35.3136,"usdrub","rub"
"405",2014-04-07,35.6025,"usdrub","rub"
"406",2014-04-08,35.735,"usdrub","rub"
"407",2014-04-09,35.57,"usdrub","rub"
"408",2014-04-10,35.545,"usdrub","rub"
"409",2014-04-11,35.63,"usdrub","rub"
"410",2014-04-14,35.975,"usdrub","rub"
"411",2014-04-15,36.2525,"usdrub","rub"
"412",2014-04-16,36.0236,"usdrub","rub"
"413",2014-04-17,35.4375,"usdrub","rub"
"414",2014-04-21,35.6825,"usdrub","rub"
"415",2014-04-22,35.68,"usdrub","rub"
"416",2014-04-23,35.7,"usdrub","rub"
"417",2014-04-24,35.76,"usdrub","rub"
"418",2014-04-25,36.005,"usdrub","rub"
"419",2014-04-28,35.835,"usdrub","rub"
"420",2014-04-29,35.625,"usdrub","rub"
"421",2014-04-30,35.622,"usdrub","rub"
"422",2014-05-01,35.6225,"usdrub","rub"
"423",2014-05-02,35.8325,"usdrub","rub"
"424",2014-05-05,35.7225,"usdrub","rub"
"425",2014-05-06,35.405,"usdrub","rub"
"426",2014-05-07,34.9225,"usdrub","rub"
"427",2014-05-08,35.1125,"usdrub","rub"
"428",2014-05-09,35.2175,"usdrub","rub"
"429",2014-05-12,35,"usdrub","rub"
"430",2014-05-13,34.86,"usdrub","rub"
"431",2014-05-14,34.6675,"usdrub","rub"
"432",2014-05-15,34.76,"usdrub","rub"
"433",2014-05-16,34.73,"usdrub","rub"
"434",2014-05-19,34.5825,"usdrub","rub"
"435",2014-05-20,34.5025,"usdrub","rub"
"436",2014-05-21,34.3325,"usdrub","rub"
"437",2014-05-22,34.2975,"usdrub","rub"
"438",2014-05-23,34.11,"usdrub","rub"
"439",2014-05-26,34.17,"usdrub","rub"
"440",2014-05-27,34.4125,"usdrub","rub"
"441",2014-05-28,34.5678,"usdrub","rub"
"442",2014-05-29,34.66,"usdrub","rub"
"443",2014-05-30,34.915,"usdrub","rub"
"444",2014-06-02,35.05,"usdrub","rub"
"445",2014-06-03,35.0875,"usdrub","rub"
"446",2014-06-04,34.9675,"usdrub","rub"
"447",2014-06-05,34.6825,"usdrub","rub"
"448",2014-06-06,34.4325,"usdrub","rub"
"449",2014-06-09,34.3525,"usdrub","rub"
"450",2014-06-10,34.3588,"usdrub","rub"
"451",2014-06-11,34.383,"usdrub","rub"
"452",2014-06-12,34.355,"usdrub","rub"
"453",2014-06-13,34.37,"usdrub","rub"
"454",2014-06-16,34.61,"usdrub","rub"
"455",2014-06-17,34.8275,"usdrub","rub"
"456",2014-06-18,34.372,"usdrub","rub"
"457",2014-06-19,34.37,"usdrub","rub"
"458",2014-06-20,34.4425,"usdrub","rub"
"459",2014-06-23,34.0829,"usdrub","rub"
"460",2014-06-24,33.8025,"usdrub","rub"
"461",2014-06-25,33.7498,"usdrub","rub"
"462",2014-06-26,33.7115,"usdrub","rub"
"463",2014-06-27,33.7479,"usdrub","rub"
"464",2014-06-30,33.9779,"usdrub","rub"
"465",2014-07-01,34.3525,"usdrub","rub"
"466",2014-07-02,34.27,"usdrub","rub"
"467",2014-07-03,34.2863,"usdrub","rub"
"468",2014-07-04,34.3893,"usdrub","rub"
"469",2014-07-07,34.4275,"usdrub","rub"
"470",2014-07-08,34.2075,"usdrub","rub"
"471",2014-07-09,33.9233,"usdrub","rub"
"472",2014-07-10,34.05,"usdrub","rub"
"473",2014-07-11,34.1718,"usdrub","rub"
"474",2014-07-14,34.3175,"usdrub","rub"
"475",2014-07-15,34.3925,"usdrub","rub"
"476",2014-07-16,34.5775,"usdrub","rub"
"477",2014-07-17,35.2657,"usdrub","rub"
"478",2014-07-18,35.173,"usdrub","rub"
"479",2014-07-21,35.17,"usdrub","rub"
"480",2014-07-22,34.9901,"usdrub","rub"
"481",2014-07-23,34.8725,"usdrub","rub"
"482",2014-07-24,35.0825,"usdrub","rub"
"483",2014-07-25,35.1296,"usdrub","rub"
"484",2014-07-28,35.55,"usdrub","rub"
"485",2014-07-29,35.825,"usdrub","rub"
"486",2014-07-30,35.5691,"usdrub","rub"
"487",2014-07-31,35.7191,"usdrub","rub"
"488",2014-08-01,35.7542,"usdrub","rub"
"489",2014-08-04,35.8523,"usdrub","rub"
"490",2014-08-05,36.0973,"usdrub","rub"
"491",2014-08-06,36.1865,"usdrub","rub"
"492",2014-08-07,36.32,"usdrub","rub"
"493",2014-08-08,36.148,"usdrub","rub"
"494",2014-08-11,35.903,"usdrub","rub"
"495",2014-08-12,36.182,"usdrub","rub"
"496",2014-08-13,35.9914,"usdrub","rub"
"497",2014-08-14,36.0247,"usdrub","rub"
"498",2014-08-15,36.11,"usdrub","rub"
"499",2014-08-18,36.0705,"usdrub","rub"
"500",2014-08-19,36.165,"usdrub","rub"
"501",2014-08-20,36.3275,"usdrub","rub"
"502",2014-08-21,36.0005,"usdrub","rub"
"503",2014-08-22,36.1352,"usdrub","rub"
"504",2014-08-25,36.1215,"usdrub","rub"
"505",2014-08-26,36.155,"usdrub","rub"
"506",2014-08-27,36.1727,"usdrub","rub"
"507",2014-08-28,36.7631,"usdrub","rub"
"508",2014-08-29,37.0475,"usdrub","rub"
"509",2014-09-01,37.3225,"usdrub","rub"
"510",2014-09-02,37.441,"usdrub","rub"
"511",2014-09-03,36.8475,"usdrub","rub"
"512",2014-09-04,36.98,"usdrub","rub"
"513",2014-09-05,36.94,"usdrub","rub"
"514",2014-09-08,37.0459,"usdrub","rub"
"515",2014-09-09,37.0888,"usdrub","rub"
"516",2014-09-10,37.2921,"usdrub","rub"
"517",2014-09-11,37.5518,"usdrub","rub"
"518",2014-09-12,37.785,"usdrub","rub"
"519",2014-09-15,38.345,"usdrub","rub"
"520",2014-09-16,38.3225,"usdrub","rub"
"521",2014-09-17,38.505,"usdrub","rub"
"522",2014-09-18,38.4439,"usdrub","rub"
"523",2014-09-19,38.4275,"usdrub","rub"
"524",2014-09-22,38.66,"usdrub","rub"
"525",2014-09-23,38.6,"usdrub","rub"
"526",2014-09-24,38.17,"usdrub","rub"
"527",2014-09-25,38.4777,"usdrub","rub"
"528",2014-09-26,39.1375,"usdrub","rub"
"529",2014-09-29,39.4619,"usdrub","rub"
"530",2014-09-30,39.5936,"usdrub","rub"
"531",2014-10-01,39.668,"usdrub","rub"
"532",2014-10-02,39.5472,"usdrub","rub"
"533",2014-10-03,39.976,"usdrub","rub"
"534",2014-10-06,39.716,"usdrub","rub"
"535",2014-10-07,39.94,"usdrub","rub"
"536",2014-10-08,39.97,"usdrub","rub"
"537",2014-10-09,40.131,"usdrub","rub"
"538",2014-10-10,40.355,"usdrub","rub"
"539",2014-10-13,40.4275,"usdrub","rub"
"540",2014-10-14,40.9137,"usdrub","rub"
"541",2014-10-15,40.3941,"usdrub","rub"
"542",2014-10-16,40.8725,"usdrub","rub"
"543",2014-10-17,40.739,"usdrub","rub"
"544",2014-10-20,41.0425,"usdrub","rub"
"545",2014-10-21,40.9475,"usdrub","rub"
"546",2014-10-22,41.375,"usdrub","rub"
"547",2014-10-23,41.695,"usdrub","rub"
"548",2014-10-24,41.9075,"usdrub","rub"
"549",2014-10-27,42.25,"usdrub","rub"
"550",2014-10-28,42.435,"usdrub","rub"
"551",2014-10-29,43.175,"usdrub","rub"
"552",2014-10-30,41.572,"usdrub","rub"
"553",2014-10-31,43.0075,"usdrub","rub"
"554",2014-11-03,43.595,"usdrub","rub"
"555",2014-11-04,43.585,"usdrub","rub"
"556",2014-11-05,44.887,"usdrub","rub"
"557",2014-11-06,46.82,"usdrub","rub"
"558",2014-11-07,46.671,"usdrub","rub"
"559",2014-11-10,45.861,"usdrub","rub"
"560",2014-11-11,46.37,"usdrub","rub"
"561",2014-11-12,45.515,"usdrub","rub"
"562",2014-11-13,46.7025,"usdrub","rub"
"563",2014-11-14,47.1851,"usdrub","rub"
"564",2014-11-17,47.1125,"usdrub","rub"
"565",2014-11-18,46.9001,"usdrub","rub"
"566",2014-11-19,46.8583,"usdrub","rub"
"567",2014-11-20,46.156,"usdrub","rub"
"568",2014-11-21,45.6897,"usdrub","rub"
"569",2014-11-24,44.9937,"usdrub","rub"
"570",2014-11-25,46.3,"usdrub","rub"
"571",2014-11-26,47.42,"usdrub","rub"
