"","date","price","asset","units"
"11291",2015-12-29,79.073,"eurrub","rub"
"11301",2015-12-30,80.266,"eurrub","rub"
"11311",2015-12-31,79.02,"eurrub","rub"
"11341",2016-01-04,79.102,"eurrub","rub"
"11351",2016-01-05,78.798,"eurrub","rub"
"11361",2016-01-06,80.6194,"eurrub","rub"
"11371",2016-01-07,81.656,"eurrub","rub"
"11381",2016-01-08,81.573,"eurrub","rub"
"11411",2016-01-11,82.723,"eurrub","rub"
"11421",2016-01-12,83.322,"eurrub","rub"
"11431",2016-01-13,83.503,"eurrub","rub"
"11441",2016-01-14,82.912,"eurrub","rub"
"11451",2016-01-15,83.363,"eurrub","rub"
"11481",2016-01-18,86.422,"eurrub","rub"
"11491",2016-01-19,85.607,"eurrub","rub"
"11501",2016-01-20,88.534,"eurrub","rub"
"11511",2016-01-21,89.9293,"eurrub","rub"
"11521",2016-01-22,84.146,"eurrub","rub"
"11551",2016-01-25,86.773,"eurrub","rub"
"11561",2016-01-26,84.838,"eurrub","rub"
"11571",2016-01-27,84.576,"eurrub","rub"
"11581",2016-01-28,83.429,"eurrub","rub"
"11591",2016-01-29,81.726,"eurrub","rub"
"11621",2016-02-01,84.177,"eurrub","rub"
"11631",2016-02-02,87.021,"eurrub","rub"
"11641",2016-02-03,85.266,"eurrub","rub"
"11651",2016-02-04,86.085,"eurrub","rub"
"11661",2016-02-05,86.345,"eurrub","rub"
"11691",2016-02-08,87.747,"eurrub","rub"
"11701",2016-02-09,90.073,"eurrub","rub"
"11711",2016-02-10,89.023,"eurrub","rub"
"11721",2016-02-11,90.652,"eurrub","rub"
"11731",2016-02-12,88.169,"eurrub","rub"
"11761",2016-02-15,85.7418,"eurrub","rub"
"11771",2016-02-16,87.6268,"eurrub","rub"
"11781",2016-02-17,83.772,"eurrub","rub"
"11791",2016-02-18,84.731,"eurrub","rub"
"11801",2016-02-19,85.694,"eurrub","rub"
"11831",2016-02-22,82.925,"eurrub","rub"
"11841",2016-02-23,85.588,"eurrub","rub"
"11851",2016-02-24,83.42,"eurrub","rub"
"11861",2016-02-25,82.87,"eurrub","rub"
"11871",2016-02-26,83.373,"eurrub","rub"
"11901",2016-02-29,81.8903,"eurrub","rub"
"11911",2016-03-01,79.4983,"eurrub","rub"
"11921",2016-03-02,79.6591,"eurrub","rub"
"11931",2016-03-03,79.967,"eurrub","rub"
"11941",2016-03-04,79.118,"eurrub","rub"
"11971",2016-03-07,78.626,"eurrub","rub"
"11981",2016-03-08,80.213,"eurrub","rub"
"11991",2016-03-09,78.102,"eurrub","rub"
"12001",2016-03-10,79.842,"eurrub","rub"
"12011",2016-03-11,77.984,"eurrub","rub"
"12041",2016-03-14,77.637,"eurrub","rub"
"12051",2016-03-15,78.5561,"eurrub","rub"
"12061",2016-03-16,77.5128,"eurrub","rub"
"12071",2016-03-17,77.1576,"eurrub","rub"
"12081",2016-03-18,76.4092,"eurrub","rub"
"12111",2016-03-21,76.5403,"eurrub","rub"
"12121",2016-03-22,75.4247,"eurrub","rub"
"12131",2016-03-23,76.7286,"eurrub","rub"
"12141",2016-03-24,77.0054,"eurrub","rub"
"12181",2016-03-28,76.9196,"eurrub","rub"
"12191",2016-03-29,77.1141,"eurrub","rub"
"12201",2016-03-30,77.352,"eurrub","rub"
"12211",2016-03-31,76.1825,"eurrub","rub"
"12221",2016-04-01,77.2015,"eurrub","rub"
"12251",2016-04-04,78.0659,"eurrub","rub"
"12261",2016-04-05,78.598,"eurrub","rub"
"12271",2016-04-06,77.0836,"eurrub","rub"
"12281",2016-04-07,77.4728,"eurrub","rub"
"12291",2016-04-08,75.8329,"eurrub","rub"
"12321",2016-04-11,75.8946,"eurrub","rub"
"12331",2016-04-12,74.4078,"eurrub","rub"
"12341",2016-04-13,74.502,"eurrub","rub"
"12351",2016-04-14,74.3967,"eurrub","rub"
"12361",2016-04-15,74.2708,"eurrub","rub"
"12391",2016-04-18,74.9612,"eurrub","rub"
"12401",2016-04-19,74.796,"eurrub","rub"
"12411",2016-04-20,73.641,"eurrub","rub"
"12421",2016-04-21,75.3619,"eurrub","rub"
"12431",2016-04-22,73.8843,"eurrub","rub"
"12461",2016-04-25,74.9618,"eurrub","rub"
"12471",2016-04-26,73.7861,"eurrub","rub"
"12481",2016-04-27,73.6838,"eurrub","rub"
"12491",2016-04-28,73.49,"eurrub","rub"
"12501",2016-04-29,74.6225,"eurrub","rub"
"12531",2016-05-02,75.112,"eurrub","rub"
"12541",2016-05-03,76.379,"eurrub","rub"
"12551",2016-05-04,76.3809,"eurrub","rub"
"12561",2016-05-05,74.7046,"eurrub","rub"
"12571",2016-05-06,74.5105,"eurrub","rub"
"12601",2016-05-09,75.6683,"eurrub","rub"
"12611",2016-05-10,75.109,"eurrub","rub"
"12621",2016-05-11,74.0778,"eurrub","rub"
"12631",2016-05-12,72.9555,"eurrub","rub"
"12641",2016-05-13,74.0053,"eurrub","rub"
"12671",2016-05-16,73.4643,"eurrub","rub"
"12681",2016-05-17,73.2425,"eurrub","rub"
"12691",2016-05-18,74.1941,"eurrub","rub"
"12701",2016-05-19,74.724,"eurrub","rub"
"12711",2016-05-20,74.882,"eurrub","rub"
"12741",2016-05-23,75.3663,"eurrub","rub"
"12751",2016-05-24,73.897,"eurrub","rub"
"12761",2016-05-25,72.802,"eurrub","rub"
"12771",2016-05-26,73.619,"eurrub","rub"
"12781",2016-05-27,73.1065,"eurrub","rub"
"12801",2016-05-30,73.409,"eurrub","rub"
"12811",2016-05-31,74.189,"eurrub","rub"
"12821",2016-06-01,74.909,"eurrub","rub"
"12831",2016-06-02,74.5879,"eurrub","rub"
"12841",2016-06-03,74.752,"eurrub","rub"
"12871",2016-06-06,74.0663,"eurrub","rub"
"12881",2016-06-07,73.3702,"eurrub","rub"
"12891",2016-06-08,72.442,"eurrub","rub"
"12901",2016-06-09,72.641,"eurrub","rub"
"12911",2016-06-10,73.6621,"eurrub","rub"
"12941",2016-06-13,74.0229,"eurrub","rub"
"12951",2016-06-14,73.9143,"eurrub","rub"
"12961",2016-06-15,73.586,"eurrub","rub"
"12971",2016-06-16,73.682,"eurrub","rub"
"12981",2016-06-17,73.066,"eurrub","rub"
"13011",2016-06-20,72.6299,"eurrub","rub"
"13021",2016-06-21,71.7759,"eurrub","rub"
"13031",2016-06-22,73.126,"eurrub","rub"
"13041",2016-06-23,72.3585,"eurrub","rub"
"13051",2016-06-24,72.423,"eurrub","rub"
"13081",2016-06-27,72.2294,"eurrub","rub"
"13091",2016-06-28,70.867,"eurrub","rub"
"13101",2016-06-29,70.738,"eurrub","rub"
"13111",2016-06-30,70.804,"eurrub","rub"
"13121",2016-07-01,70.5909,"eurrub","rub"
"13151",2016-07-04,71.219,"eurrub","rub"
"13161",2016-07-05,71.229,"eurrub","rub"
"13171",2016-07-06,71.307,"eurrub","rub"
"13181",2016-07-07,71.36,"eurrub","rub"
"13191",2016-07-08,70.455,"eurrub","rub"
"13221",2016-07-11,70.993,"eurrub","rub"
"13231",2016-07-12,70.4409,"eurrub","rub"
"13241",2016-07-13,70.7371,"eurrub","rub"
"13251",2016-07-14,69.819,"eurrub","rub"
"13261",2016-07-15,70.253,"eurrub","rub"
"13291",2016-07-18,69.542,"eurrub","rub"
"13301",2016-07-19,69.903,"eurrub","rub"
"13311",2016-07-20,70.215,"eurrub","rub"
"13321",2016-07-21,70.889,"eurrub","rub"
"13331",2016-07-22,71.077,"eurrub","rub"
"13361",2016-07-25,71.908,"eurrub","rub"
"13371",2016-07-26,72.297,"eurrub","rub"
"13381",2016-07-27,72.831,"eurrub","rub"
"13391",2016-07-28,73.9282,"eurrub","rub"
"13401",2016-07-29,73.6657,"eurrub","rub"
"13431",2016-08-01,74.718,"eurrub","rub"
"13441",2016-08-02,74.896,"eurrub","rub"
"13451",2016-08-03,73.8698,"eurrub","rub"
"13461",2016-08-04,73.1011,"eurrub","rub"
"13471",2016-08-05,72.494,"eurrub","rub"
"13501",2016-08-08,71.522,"eurrub","rub"
"13511",2016-08-09,71.923,"eurrub","rub"
"13521",2016-08-10,72.448,"eurrub","rub"
"13531",2016-08-11,71.5708,"eurrub","rub"
"13541",2016-08-12,72.2086,"eurrub","rub"
"13571",2016-08-15,71.5717,"eurrub","rub"
"13581",2016-08-16,71.863,"eurrub","rub"
"13591",2016-08-17,72.007,"eurrub","rub"
"13601",2016-08-18,72.101,"eurrub","rub"
"13611",2016-08-19,72.249,"eurrub","rub"
"13641",2016-08-22,73.319,"eurrub","rub"
"13651",2016-08-23,72.973,"eurrub","rub"
"13661",2016-08-24,73.35,"eurrub","rub"
"13671",2016-08-25,73.3957,"eurrub","rub"
"13681",2016-08-26,72.343,"eurrub","rub"
"13711",2016-08-29,71.4985,"eurrub","rub"
"13721",2016-08-30,72.7814,"eurrub","rub"
"13731",2016-08-31,72.913,"eurrub","rub"
"13741",2016-09-01,73.733,"eurrub","rub"
"13751",2016-09-02,72.56,"eurrub","rub"
"13781",2016-09-05,72.3703,"eurrub","rub"
"13791",2016-09-06,72.6442,"eurrub","rub"
"13801",2016-09-07,72.1005,"eurrub","rub"
"13811",2016-09-08,72.058,"eurrub","rub"
"13821",2016-09-09,72.5965,"eurrub","rub"
"13851",2016-09-12,72.64,"eurrub","rub"
"13861",2016-09-13,73.2647,"eurrub","rub"
"13871",2016-09-14,73.228,"eurrub","rub"
"13881",2016-09-15,72.626,"eurrub","rub"
"13891",2016-09-16,73.2454,"eurrub","rub"
"13921",2016-09-19,72.128,"eurrub","rub"
"13931",2016-09-20,72.111,"eurrub","rub"
"13941",2016-09-21,71.4624,"eurrub","rub"
"13951",2016-09-22,71.1683,"eurrub","rub"
"13961",2016-09-23,71.8055,"eurrub","rub"
"13991",2016-09-26,71.7825,"eurrub","rub"
"14001",2016-09-27,71.3892,"eurrub","rub"
"14011",2016-09-28,70.59,"eurrub","rub"
"14021",2016-09-29,70.5783,"eurrub","rub"
"14031",2016-09-30,70.589,"eurrub","rub"
"14061",2016-10-03,69.7697,"eurrub","rub"
"14071",2016-10-04,70.207,"eurrub","rub"
"14081",2016-10-05,69.733,"eurrub","rub"
"14091",2016-10-06,69.156,"eurrub","rub"
"14101",2016-10-07,69.607,"eurrub","rub"
"14131",2016-10-10,69.029,"eurrub","rub"
"14141",2016-10-11,69.178,"eurrub","rub"
"14151",2016-10-12,69.336,"eurrub","rub"
"14161",2016-10-13,69.614,"eurrub","rub"
"14171",2016-10-14,68.992,"eurrub","rub"
"14201",2016-10-17,69.396,"eurrub","rub"
"14211",2016-10-18,68.625,"eurrub","rub"
"14221",2016-10-19,68.248,"eurrub","rub"
"14231",2016-10-20,68.129,"eurrub","rub"
"14241",2016-10-21,67.7915,"eurrub","rub"
"14271",2016-10-24,67.634,"eurrub","rub"
"14281",2016-10-25,67.626,"eurrub","rub"
"14291",2016-10-26,68.097,"eurrub","rub"
"14301",2016-10-27,68.279,"eurrub","rub"
"14311",2016-10-28,69.0613,"eurrub","rub"
"14341",2016-10-31,69.4666,"eurrub","rub"
"14351",2016-11-01,69.883,"eurrub","rub"
"14361",2016-11-02,70.43,"eurrub","rub"
"14371",2016-11-03,70.513,"eurrub","rub"
"14381",2016-11-04,71.655,"eurrub","rub"
"14411",2016-11-07,70.357,"eurrub","rub"
"14421",2016-11-08,70.222,"eurrub","rub"
"14431",2016-11-09,69.614,"eurrub","rub"
"14441",2016-11-10,71.015,"eurrub","rub"
"14451",2016-11-11,71.182,"eurrub","rub"
"14481",2016-11-14,70.829,"eurrub","rub"
"14491",2016-11-15,68.831,"eurrub","rub"
"14501",2016-11-16,69.089,"eurrub","rub"
"14511",2016-11-17,68.886,"eurrub","rub"
"14521",2016-11-18,68.541,"eurrub","rub"
"14551",2016-11-21,67.894,"eurrub","rub"
"14561",2016-11-22,67.657,"eurrub","rub"
"14571",2016-11-23,67.961,"eurrub","rub"
"14581",2016-11-24,68.013,"eurrub","rub"
"14591",2016-11-25,68.706,"eurrub","rub"
"14621",2016-11-28,68.736,"eurrub","rub"
"14631",2016-11-29,69.387,"eurrub","rub"
"14641",2016-11-30,67.934,"eurrub","rub"
"14651",2016-12-01,68.168,"eurrub","rub"
"14661",2016-12-02,68.122,"eurrub","rub"
"14691",2016-12-05,68.617,"eurrub","rub"
"14701",2016-12-06,68.438,"eurrub","rub"
"14711",2016-12-07,68.024,"eurrub","rub"
"14721",2016-12-08,67.139,"eurrub","rub"
"14731",2016-12-09,65.772,"eurrub","rub"
"14761",2016-12-12,64.857,"eurrub","rub"
"14771",2016-12-13,64.355,"eurrub","rub"
"14781",2016-12-14,65.37,"eurrub","rub"
"14791",2016-12-15,64.2705,"eurrub","rub"
"14801",2016-12-16,64.796,"eurrub","rub"
"14831",2016-12-19,64.362,"eurrub","rub"
"14841",2016-12-20,63.844,"eurrub","rub"
"14851",2016-12-21,63.752,"eurrub","rub"
"14861",2016-12-22,63.592,"eurrub","rub"
"14871",2016-12-23,63.72,"eurrub","rub"
"14911",2016-12-27,63.463,"eurrub","rub"
"14921",2016-12-28,62.808,"eurrub","rub"
"14931",2016-12-29,63.1602,"eurrub","rub"
"14941",2016-12-30,64.69,"eurrub","rub"
"14981",2017-01-03,63.398,"eurrub","rub"
"14991",2017-01-04,63.389,"eurrub","rub"
"15001",2017-01-05,62.994,"eurrub","rub"
"15011",2017-01-06,62.772,"eurrub","rub"
"15041",2017-01-09,63.453,"eurrub","rub"
"15051",2017-01-10,63.435,"eurrub","rub"
"15061",2017-01-11,63.21,"eurrub","rub"
"15071",2017-01-12,62.945,"eurrub","rub"
"15081",2017-01-13,63.38,"eurrub","rub"
"15111",2017-01-16,63.423,"eurrub","rub"
"15121",2017-01-17,63.601,"eurrub","rub"
"15131",2017-01-18,63.2,"eurrub","rub"
"15141",2017-01-19,63.561,"eurrub","rub"
"15151",2017-01-20,63.666,"eurrub","rub"
"15171",2017-01-23,63.931,"eurrub","rub"
"15181",2017-01-24,63.603,"eurrub","rub"
"15191",2017-01-25,63.949,"eurrub","rub"
"15201",2017-01-26,64.42,"eurrub","rub"
"15211",2017-01-27,63.995,"eurrub","rub"
"15241",2017-01-30,63.924,"eurrub","rub"
"15251",2017-01-31,64.868,"eurrub","rub"
"15261",2017-02-01,64.678,"eurrub","rub"
"15271",2017-02-02,63.7256,"eurrub","rub"
"15281",2017-02-03,63.554,"eurrub","rub"
"15311",2017-02-06,63.295,"eurrub","rub"
"15321",2017-02-07,63.432,"eurrub","rub"
"15331",2017-02-08,63.31,"eurrub","rub"
"15341",2017-02-09,62.825,"eurrub","rub"
"15351",2017-02-10,61.959,"eurrub","rub"
"15381",2017-02-13,61.413,"eurrub","rub"
"15391",2017-02-14,60.344,"eurrub","rub"
"15401",2017-02-15,60.67,"eurrub","rub"
"15411",2017-02-16,61.389,"eurrub","rub"
"15421",2017-02-17,61.988,"eurrub","rub"
"15451",2017-02-20,61.3872,"eurrub","rub"
"15461",2017-02-21,60.531,"eurrub","rub"
"15471",2017-02-22,61.369,"eurrub","rub"
"15481",2017-02-23,61.066,"eurrub","rub"
"15491",2017-02-24,61.737,"eurrub","rub"
"15521",2017-02-27,61.52,"eurrub","rub"
"15531",2017-02-28,61.779,"eurrub","rub"
"15541",2017-03-01,61.433,"eurrub","rub"
"15551",2017-03-02,61.792,"eurrub","rub"
"15561",2017-03-03,61.815,"eurrub","rub"
"15591",2017-03-06,61.59,"eurrub","rub"
"15601",2017-03-07,61.455,"eurrub","rub"
"15611",2017-03-08,62.034,"eurrub","rub"
"15621",2017-03-09,62.767,"eurrub","rub"
"15631",2017-03-10,62.951,"eurrub","rub"
"15661",2017-03-13,62.602,"eurrub","rub"
"15671",2017-03-14,62.684,"eurrub","rub"
"15681",2017-03-15,62.637,"eurrub","rub"
"15691",2017-03-16,62.034,"eurrub","rub"
"15701",2017-03-17,61.3712,"eurrub","rub"
"15731",2017-03-20,61.488,"eurrub","rub"
"15741",2017-03-21,62.371,"eurrub","rub"
"15751",2017-03-22,62.282,"eurrub","rub"
"15761",2017-03-23,61.8045,"eurrub","rub"
"15771",2017-03-24,61.0067,"eurrub","rub"
"15801",2017-03-27,61.711,"eurrub","rub"
"15811",2017-03-28,61.622,"eurrub","rub"
"15821",2017-03-29,60.851,"eurrub","rub"
"15831",2017-03-30,59.836,"eurrub","rub"
"15841",2017-03-31,59.8858,"eurrub","rub"
"15871",2017-04-03,59.9037,"eurrub","rub"
"15881",2017-04-04,59.7549,"eurrub","rub"
"15891",2017-04-05,60.04,"eurrub","rub"
"15901",2017-04-06,59.857,"eurrub","rub"
"15911",2017-04-07,60.553,"eurrub","rub"
"15941",2017-04-10,60.5039,"eurrub","rub"
"15951",2017-04-11,60.3145,"eurrub","rub"
"15961",2017-04-12,60.7202,"eurrub","rub"
"15971",2017-04-13,59.703,"eurrub","rub"
"16011",2017-04-17,59.369,"eurrub","rub"
"16021",2017-04-18,60.302,"eurrub","rub"
"16031",2017-04-19,60.484,"eurrub","rub"
"16041",2017-04-20,60.099,"eurrub","rub"
"16051",2017-04-21,60.613,"eurrub","rub"
"16081",2017-04-24,60.5,"eurrub","rub"
"16091",2017-04-25,61.2954,"eurrub","rub"
"16101",2017-04-26,62.198,"eurrub","rub"
"16111",2017-04-27,61.933,"eurrub","rub"
"16121",2017-04-28,61.9809,"eurrub","rub"
"16151",2017-05-01,62.063,"eurrub","rub"
"16161",2017-05-02,62.294,"eurrub","rub"
"16171",2017-05-03,62.23,"eurrub","rub"
"16181",2017-05-04,64.039,"eurrub","rub"
"16191",2017-05-05,63.6568,"eurrub","rub"
"16221",2017-05-08,63.613,"eurrub","rub"
"16231",2017-05-09,63.488,"eurrub","rub"
"16241",2017-05-10,62.426,"eurrub","rub"
"16251",2017-05-11,61.955,"eurrub","rub"
"16261",2017-05-12,62.233,"eurrub","rub"
"16291",2017-05-15,61.796,"eurrub","rub"
"16301",2017-05-16,62.637,"eurrub","rub"
"16311",2017-05-17,63.66,"eurrub","rub"
"16321",2017-05-18,63.835,"eurrub","rub"
"16331",2017-05-19,63.563,"eurrub","rub"
"16361",2017-05-22,63.3283,"eurrub","rub"
"16371",2017-05-23,63.079,"eurrub","rub"
"16381",2017-05-24,63.3191,"eurrub","rub"
"16391",2017-05-25,63.706,"eurrub","rub"
"16401",2017-05-26,63.1489,"eurrub","rub"
"16431",2017-05-29,62.995,"eurrub","rub"
"16441",2017-05-30,63.2683,"eurrub","rub"
"16451",2017-05-31,63.585,"eurrub","rub"
"16461",2017-06-01,63.1932,"eurrub","rub"
"16471",2017-06-02,63.8786,"eurrub","rub"
"16501",2017-06-05,63.694,"eurrub","rub"
"16511",2017-06-06,63.616,"eurrub","rub"
"16521",2017-06-07,64.17,"eurrub","rub"
"16531",2017-06-08,63.63,"eurrub","rub"
"16541",2017-06-09,63.8021,"eurrub","rub"
"16571",2017-06-12,63.833,"eurrub","rub"
"16581",2017-06-13,63.849,"eurrub","rub"
"16591",2017-06-14,64.1242,"eurrub","rub"
"16601",2017-06-15,64.39,"eurrub","rub"
"16611",2017-06-16,64.346,"eurrub","rub"
"16641",2017-06-19,65.1637,"eurrub","rub"
"16651",2017-06-20,66.252,"eurrub","rub"
"16661",2017-06-21,67.2858,"eurrub","rub"
"16671",2017-06-22,66.803,"eurrub","rub"
"16681",2017-06-23,66.437,"eurrub","rub"
"16711",2017-06-26,65.7094,"eurrub","rub"
"16721",2017-06-27,67.263,"eurrub","rub"
"16731",2017-06-28,67.3879,"eurrub","rub"
"16741",2017-06-29,67.906,"eurrub","rub"
"16751",2017-06-30,67.143,"eurrub","rub"
"16781",2017-07-03,67.162,"eurrub","rub"
"16791",2017-07-04,67.372,"eurrub","rub"
"16801",2017-07-05,68.022,"eurrub","rub"
"16811",2017-07-06,68.586,"eurrub","rub"
"16821",2017-07-07,68.7652,"eurrub","rub"
"16851",2017-07-10,68.573,"eurrub","rub"
"16861",2017-07-11,69.541,"eurrub","rub"
"16871",2017-07-12,68.357,"eurrub","rub"
"16881",2017-07-13,68.1838,"eurrub","rub"
"16891",2017-07-14,67.5748,"eurrub","rub"
"16921",2017-07-17,68.0504,"eurrub","rub"
"16931",2017-07-18,68.4157,"eurrub","rub"
"16941",2017-07-19,67.881,"eurrub","rub"
"16951",2017-07-20,68.4557,"eurrub","rub"
"16961",2017-07-21,69.119,"eurrub","rub"
"16991",2017-07-24,69.739,"eurrub","rub"
"17001",2017-07-25,69.675,"eurrub","rub"
"17011",2017-07-26,69.6431,"eurrub","rub"
"17021",2017-07-27,69.332,"eurrub","rub"
"17031",2017-07-28,69.8995,"eurrub","rub"
"17061",2017-07-31,70.6895,"eurrub","rub"
"17071",2017-08-01,71.1855,"eurrub","rub"
"17081",2017-08-02,71.654,"eurrub","rub"
"17091",2017-08-03,71.541,"eurrub","rub"
"17101",2017-08-04,70.5428,"eurrub","rub"
"17131",2017-08-07,70.7755,"eurrub","rub"
"17141",2017-08-08,70.303,"eurrub","rub"
"17151",2017-08-09,70.5769,"eurrub","rub"
"17161",2017-08-10,70.694,"eurrub","rub"
"17171",2017-08-11,70.6997,"eurrub","rub"
"17201",2017-08-14,70.5176,"eurrub","rub"
"17211",2017-08-15,70.0348,"eurrub","rub"
"17221",2017-08-16,69.8506,"eurrub","rub"
"17231",2017-08-17,69.3968,"eurrub","rub"
"17241",2017-08-18,69.2747,"eurrub","rub"
"17271",2017-08-21,69.8346,"eurrub","rub"
"17281",2017-08-22,69.431,"eurrub","rub"
"17291",2017-08-23,69.7005,"eurrub","rub"
"17301",2017-08-24,69.723,"eurrub","rub"
"17311",2017-08-25,69.765,"eurrub","rub"
"17341",2017-08-28,69.9714,"eurrub","rub"
"17351",2017-08-29,70.3767,"eurrub","rub"
"17361",2017-08-30,69.376,"eurrub","rub"
"17371",2017-08-31,69.038,"eurrub","rub"
"17381",2017-09-01,68.083,"eurrub","rub"
"17411",2017-09-04,68.688,"eurrub","rub"
"17421",2017-09-05,68.431,"eurrub","rub"
"17431",2017-09-06,68.389,"eurrub","rub"
"17441",2017-09-07,68.296,"eurrub","rub"
"17451",2017-09-08,68.876,"eurrub","rub"
